abbreviation	fullName	chargedFormula	charge	avgmolweight	monoisotopicweight	keggId	inchiString	pubChemId	cheBlId	hmdb	pdmapName	reconMap	reconMap3	food_db	chemspider	biocyc	biggId	wikipedia	drugbank	seed	metanetx	knapsack	metlin	casRegistry	epa_id	inchiKey	smile	lipidmaps
15kprostgf2	15-Keto-Prostaglandin F2A	C20H31O5	-1				"InChI=1S/C20H32O5/c1-2-3-6-9-15(21)12-13-17-16(18(22)14-19(17)23)10-7-4-5-8-11-20(24)25/h4,7,12-13,16-19,22-23H,2-3,5-6,8-11,14H2,1H3,(H,24,25)/p-1/b7-4-,13-12+/t16-,17-,18+,19-/m1/s1"						15kprostgf2													LOLJEILMPWPILA-AMFHKTBMSA-M	[H]O[C@]1([H])C([H])([H])[C@]([H])(O[H])[C@]([H])(C([H])([H])C(\[H])=C(\[H])C([H])([H])C([H])([H])C([H])([H])C([O-])=O)[C@@]1([H])C(\[H])=C(/[H])C(=O)C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H]	
15m3hpalmACP	15-methyl-3-hydroxy-hexa-decanoyl-ACP	C28H53N2O9PRS	-1																	cpd11542								
15m3opalmACP	15-methyl-3-oxo-hexa-decanoyl-ACP	C28H51N2O9PRS	-1																	cpd11541								
15mpalmACP	15-methyl-hexa-decanoyl-ACP	C28H53N2O8PRS	-1																	cpd11544								
15mtpalm2eACP	15-methyl-trans-hexa-dec-2-enoyl-ACP	C28H51N2O8PRS	-1																	cpd11543								
15phytn	15-cis-Phytoene	C40H64	0																	cpd03211								
16evsmn	16-Epivellosimine	C19H20N2O	0																									
16htabson	16-Hydroxytabersonine	C21H25N2O3	1			C11643	"InChI=1S/C21H24N2O3/c1-3-20-7-4-9-23-10-8-21(19(20)23)15-6-5-13(24)11-16(15)22-17(21)14(12-20)18(25)26-2/h4-7,11,19,22,24H,3,8-10,12H2,1-2H3/t19-,20-,21-/m0/s1"	13808	17699													C00024480				FXUFRJQCBVSCRZ-ACRUOGEOSA-N	[H][C@@]12N3CC[C@]11C(Nc4cc(O)ccc14)=C(C[C@]2(CC)C=CC3)C(=O)OC	
16mo23dh3htsn	"16-Methoxy-2,3-dihydro-3-hydroxytabersonine"	C22H28N2O4	0																									
16mtabson	16-Methoxytabersonine	C22H27N2O3	1			C11675	"InChI=1S/C22H26N2O3/c1-4-21-8-5-10-24-11-9-22(20(21)24)16-7-6-14(26-2)12-17(16)23-18(22)15(13-21)19(25)27-3/h5-8,12,20,23H,4,9-11,13H2,1-3H3/t20-,21-,22-/m0/s1"		769													C00024481				AEXBRBWRPNGGEZ-FKBYEOEOSA-N	[H][C@@]12N3CC[C@]11C(Nc4cc(OC)ccc14)=C(C[C@]2(CC)C=CC3)C(=O)OC	
17ahprgnlone	17a-Hydroxypregnenolone	C21H32O3	0	332.477	332.2351449	C05138	"InChI=1S/C21H32O3/c1-13(22)21(24)11-8-18-16-5-4-14-12-15(23)6-9-19(14,2)17(16)7-10-20(18,21)3/h4,15-18,23-24H,5-12H2,1-3H3/t15-,16+,17-,18-,19-,20-,21-/m0/s1"	91451	28750	HMDB00363		17ahprgnlone	17ahprgnlone	FDB021982	82579		17ahprgnlone	17Î±-Hydroxypregnenolone		cpd03058	MNXM162733		5352	387-79-1		JERGUCIJOXJXHF-TVWVXWENSA-N	[H]O[C@]1([H])C([H])([H])C2=C([H])C([H])([H])[C@@]3([H])[C@]4([H])C([H])([H])C([H])([H])[C@](O[H])(C(=O)C([H])([H])[H])[C@@]4(C([H])([H])[H])C([H])([H])C([H])([H])[C@]3([H])[C@@]2(C([H])([H])[H])C([H])([H])C1([H])[H]	
17ahprgstrn	17-Hydroxyprogesterone	C21H30O3	0	330.4611	330.2194948	C01176	"InChI=1S/C21H30O3/c1-13(22)21(24)11-8-18-16-5-4-14-12-15(23)6-9-19(14,2)17(16)7-10-20(18,21)3/h12,16-18,24H,4-11H2,1-3H3/t16-,17+,18+,19+,20+,21+/m1/s1"	6238	17252	HMDB00374		17ahprgstrn	17ahprgstrn	FDB021992	6002		17ahprgstrn	17-Hydroxyprogesterone		cpd00866	MNXM162621		5363	68-96-2	DTXSID6040747	DBPWSSGDRRHUNT-CEGNMAFCSA-N	[H]O[C@]1(C(=O)C([H])([H])[H])C([H])([H])C([H])([H])[C@@]2([H])[C@]3([H])C([H])([H])C([H])([H])C4=C([H])C(=O)C([H])([H])C([H])([H])[C@]4(C([H])([H])[H])[C@@]3([H])C([H])([H])C([H])([H])[C@]12C([H])([H])[H]	
17dmurt	"1,7-Dimethyluric acid"	C7H8N4O3	0			C16356	"InChI=1S/C7H8N4O3/c1-10-3-4(8-6(10)13)9-7(14)11(2)5(3)12/h1-2H3,(H,8,13)(H,9,14)/i3+1,4+1,5+1,7+1,8+1,9+1,11+1"	53442227																			CN1C2=C(NC1=O)NC(=O)N(C2=O)C	
17oajmln	17-O-Acetylajmaline	C22H29N2O3	1																									
17oanrjmln	17-O-Acetylnorajmaline	C21H27N2O3	1																									
18harachd	18-Hydroxyarachidonic acid	C20H31O3	-1	320.4663	320.2351449		"InChI=1S/C20H32O3/c1-2-19(21)17-15-13-11-9-7-5-3-4-6-8-10-12-14-16-18-20(22)23/h4-7,10-13,19,21H,2-3,8-9,14-18H2,1H3,(H,22,23)/p-1/b6-4-,7-5-,12-10-,13-11-/t19-/m1/s1"	11141754	91132	HMDB06245		18harachd	18harachd	FDB023857	9316866		18harachd				MNXM14054			124411-81-0		PPCHNRUZQWLEMF-LFFPGIGVSA-M	[H]O[C@]([H])(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])C(\[H])=C(\[H])C([H])([H])C(\[H])=C(\[H])C([H])([H])C(\[H])=C(\[H])C([H])([H])C(\[H])=C(\[H])C([H])([H])C([H])([H])C([H])([H])C([O-])=O	
1a2425thvitd2	"1-a,24R,25-Trihydroxyvitamin D2"	C28H44O4	0	444.6466	444.3239599		"InChI=1S/C28H44O4/c1-18(13-15-28(6,32)26(3,4)31)23-11-12-24-20(8-7-14-27(23,24)5)9-10-21-16-22(29)17-25(30)19(21)2/h9-10,13,15,18,22-25,29-32H,2,7-8,11-12,14,16-17H2,1,3-6H3/b15-13+,20-9+,21-10-/t18-,22-,23-,24+,25+,27-,28-/m1/s1"	9547253		HMDB06227		1a2425thvitd2	1a2425thvitd2	FDB023847	7826193		1a2425thvitd2				MNXM9596					KRGCLKZOZQUAFK-ABEKVIRTSA-N	[H]O[C@]1([H])C(=C([H])[H])\C(=C(\[H])/C(/[H])=C2\C([H])([H])C([H])([H])C([H])([H])[C@@]3(C([H])([H])[H])[C@@]2([H])C([H])([H])C([H])([H])[C@]3([H])[C@@]([H])(C(\[H])=C(/[H])[C@](O[H])(C([H])([H])[H])C(O[H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])[H])C([H])([H])[C@@]([H])(O[H])C1([H])[H]	
1a2425thvitd3	24-Hydroxycalcitriol	C27H44O4	0	432.6359	432.3239599	C18231	"InChI=1S/C27H44O4/c1-17(8-13-25(30)26(3,4)31)22-11-12-23-19(7-6-14-27(22,23)5)9-10-20-15-21(28)16-24(29)18(20)2/h9-10,17,21-25,28-31H,2,6-8,11-16H2,1,3-5H3/b19-9+,20-10-/t17-,21-,22-,23+,24+,25-,27-/m1/s1"	6446280	47799	HMDB06228		1a2425thvitd3		FDB023848	4949843		1a2425thvitd3				MNXM9597			56142-94-0	DTXSID40432720	WFZKUWGUJVKMHC-UKBUZQLGSA-N	[H]O[C@]([H])(C([H])([H])C([H])([H])[C@@]([H])(C([H])([H])[H])[C@@]1([H])C([H])([H])C([H])([H])[C@@]2([H])\C(=C(/[H])\C(\[H])=C3/C(=C([H])[H])[C@@]([H])(O[H])C([H])([H])[C@]([H])(O[H])C3([H])[H])C([H])([H])C([H])([H])C([H])([H])[C@]12C([H])([H])[H])C(O[H])(C([H])([H])[H])C([H])([H])[H]	
1a25dhvitd2	Ercalcitriol	C28H44O3	0	428.6472	428.3290453		"InChI=1S/C28H44O3/c1-18(9-10-19(2)27(4,5)31)24-13-14-25-21(8-7-15-28(24,25)6)11-12-22-16-23(29)17-26(30)20(22)3/h9-12,18-19,23-26,29-31H,3,7-8,13-17H2,1-2,4-6H3/b10-9+,21-11+,22-12-/t18-,19+,23-,24-,25+,26+,28-/m1/s1"	9547243	86320	HMDB06225		1a25dhvitd2	1a25dhvitd2	FDB023845	7826183		1a25dhvitd2				MNXM9598			60133-18-8	DTXSID90429509	ZGLHBRQAEXKACO-XJRQOBMKSA-N	[H]O[C@]1([H])C(=C([H])[H])\C(=C(\[H])/C(/[H])=C2\C([H])([H])C([H])([H])C([H])([H])[C@@]3(C([H])([H])[H])[C@@]2([H])C([H])([H])C([H])([H])[C@]3([H])[C@@]([H])(C(\[H])=C(/[H])[C@]([H])(C([H])([H])[H])C(O[H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])[H])C([H])([H])[C@@]([H])(O[H])C1([H])[H]	
1a25dhvitd3	Calcitriol	C27H44O3	0	416.6365	416.3290453	C01673	"InChI=1S/C27H44O3/c1-18(8-6-14-26(3,4)30)23-12-13-24-20(9-7-15-27(23,24)5)10-11-21-16-22(28)17-25(29)19(21)2/h10-11,18,22-25,28-30H,2,6-9,12-17H2,1,3-5H3/b20-10+,21-11-/t18-,22-,23-,24+,25+,27-/m1/s1"	5280453	17823	HMDB01903		1a25dhvitd3	1a25dhvitd3	FDB021822	4444108	CALCITRIOL	1a25dhvitd3	Calcitriol	DB00136		MNXM9599		6382	32222-06-3	DTXSID5022722	GMRQFYUYWCNGIN-NKMMMXOESA-N	[H]O[C@]1([H])C(=C([H])[H])\C(=C(\[H])/C(/[H])=C2\C([H])([H])C([H])([H])C([H])([H])[C@@]3(C([H])([H])[H])[C@@]2([H])C([H])([H])C([H])([H])[C@]3([H])[C@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C(O[H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])[C@@]([H])(O[H])C1([H])[H]	
1agpe120	1-Acyl-sn-glycero-3-phosphoethanolamine (n-C12:0)	C17H36NO7P1	0														1agpe120			cpd15313	MNXM32692							
1agpe140	1-Acyl-sn-glycero-3-phosphoethanolamine (n-C14:0)	C19H40NO7P1	0														1agpe140			cpd15314	MNXM32693							
1agpe141	1-Acyl-sn-glycero-3-phosphoethanolamine (n-C14:1)	C19H38NO7P1	0														1agpe141			cpd15315	MNXM6599							
1agpe160	1-Acyl-sn-glycero-3-phosphoethanolamine (n-C16:0)	C21H44NO7P1	0														1agpe160			cpd15316	MNXM32511							
1agpe161	1-Acyl-sn-glycero-3-phosphoethanolamine (n-C16:1)	C21H42NO7P1	0														1agpe161			cpd15317	MNXM6601							
1agpe180	1-Acyl-sn-glycero-3-phosphoethanolamine (n-C18:0)	C23H48NO7P1	0														1agpe180			cpd12547	MNXM32694							
1agpe181	1-Acyl-sn-glycero-3-phosphoethanolamine (n-C18:1)	C23H46NO7P1	0														1agpe181				MNXM9584							
1agpg120	1-Acyl-sn-glycero-3-phosphoglycerol (n-C12:0)	C18H36O9P1	-1														1agpg120			cpd15318	MNXM32695							
1agpg140	1-Acyl-sn-glycero-3-phosphoglycerol (n-C14:0)	C20H40O9P1	-1														1agpg140			cpd15319	MNXM6603							
1agpg141	1-Acyl-sn-glycero-3-phosphoglycerol (n-C14:1)	C20H38O9P1	-1														1agpg141			cpd15320	MNXM6604							
1agpg160	1-Acyl-sn-glycero-3-phosphoglycerol (n-C16:0)	C22H44O9P1	-1														1agpg160			cpd15321	MNXM6605							
1agpg161	1-Acyl-sn-glycero-3-phosphoglycerol (n-C16:1)	C22H42O9P1	-1														1agpg161			cpd15322	MNXM6606							
1agpg180	1-Acyl-sn-glycero-3-phosphoglycerol (n-C18:0)	C24H48O9P1	-1														1agpg180			cpd15323	MNXM6607							
1agpg181	1-Acyl-sn-glycero-3-phosphoglycerol (n-C18:1)	C24H46O9P1	-1														1agpg181			cpd15324	MNXM73868							
1aihpdecg3p	"1-anteisoheptadecanoyl-sn-glycerol 3-phosphate (14-methyl-hexadecanoyl, anteiso-C17)"	C20H39O7P	-2																	cpd15672								
1aipdecg3p	"1-anteisopentadecanoyl-sn-glycerol 3-phosphate (12-methyl-tetradecanoyl, anteiso-C15)"	C18H36O7P	-1																	cpd15675								
1asng	1-Alkyl-sn-glycerol	C3H7O3R	0																									
1c24dnb	"1-chloro-2,4-dinitrobenzene"	C6H3ClN2O4	0																									
1ddecg3p	1-acyl-sn-glycerol 3-phosphate(2-)	C15H29O7P1	-2						57970								1ddecg3p			cpd15325	MNXM4232							
1fagalr	1F-alpha-D-Galactosylraffinose	C24H42O21	0																									
1fbfrctsylsucr	1F-beta-D-Fructosylsucrose	C18H32O16	0																									
1fchhdl	"1-Fluorocyclohexadiene-cis,cis-1,2-diol"	C6H7O2F	0																									
1glyc_hs	1 Acyl Phosphoglycerol	C6H13O7PFULLRCO2	-1									1glyc_hs	1glyc_hs				1glyc_hs				MNXM13807							
1h2npt	1-Hydroxy-2-naphthoate	C11H7O3	-1																	cpd02045								
1hchxn1ylaccoa	(1-Hydroxycyclohexan-1-yl)acetyl-CoA	C29H45N7O18P3S	-3																									
1hdec9eg3p	1-hexadec-9-enoyl-sn-glycerol 3-phosphate	C19H35O7P1	-2														1hdec9eg3p			cpd15326	MNXM91047							
1hdecg3p	1-hexadecanoyl-sn-glycerol 3-phosphate	C19H37O7P1	-2														1hdecg3p			cpd15327	MNXM90586							
1hgcrtn	1-Hydroxy-gamma-carotene	C40H58O	0																									
1hibup_S	1-Hydroxy S-Ibuprofen	C13H17O3	-1				"InChI=1S/C13H18O3/c1-8(2)12(14)11-6-4-10(5-7-11)9(3)13(15)16/h4-9,12,14H,1-3H3,(H,15,16)"	45117195							21686528									53949-53-4		RMOQYHYFRKTDRI-UHFFFAOYSA-N	CC(C)C(C1=CC=C(C=C1)C(C)C(=O)O)O	
1hibupglu_S	1-hydroxy S-ibuprofen-glucuronide	C19H25O9	-1																									
1hmdgluc	1'-OH-Midazolam-Glucuronide	C24H20ClFN3O7	-1																									
1hmnp	1-Hydroxymethylnaphthalene	C11H10O	0																									
1hnpaldh	1-Hydroxy-2-naphthaldehyde	C11H8O2	0																									
1holmn	"(1S,4R)-1-Hydroxy-2-oxolimonene"	C10H16O2	0																									
1ihdecg3p	"1-isohexadecanoyl-sn-glycerol 3-phosphate (14-methyl-pentadecanoyl, iso-C16)"	C19H38O7P	-1																	cpd15676								
1ihpdecg3p	"1-isoheptadecanoyl-sn-glycerol 3-phosphate (15-methyl-hexadecanoyl, iso-C17)"	C20H39O7P	-2																	cpd15671								
1ipdecg3p	"1-isopentadecanoyl-sn-glycerol 3-phosphate (13-methyl-tetradecanoyl, iso-C15)"	C18H36O7P	-1																	cpd15674								
1itdecg3p	"1-isotetradecanoyl-sn-glycerol 3-phosphate (12-methyl-tridecanoyl, iso-C14)"	C17H34O7P	-1				"InChI=1S/C5H10N/c1-6-4-2-3-5-6/h4H,2-3,5H2,1H3/q+1"													cpd15673								
1m4phthpyro	"1-Methyl-4-phenyl-1,2,3,6-tetrahydropyridine N-oxide"	C12H15NO	0																									
1mncam	1-Methylnicotinamide	C7H9N2O	1	137.1592	137.0714879	C02918	"InChI=1S/C7H8N2O/c1-9-4-2-3-6(5-9)7(8)10/h2-5H,1H3,(H-,8,10)/p+1"	457	16797	HMDB00699		1mncam	1mncam	FDB022188	444	CPD-396	1mncam				MNXM2172		5667	3106-60-3	DTXSID10185019	LDHMAVIPBRSVRG-UHFFFAOYSA-O	[H]N([H])C(=O)C1=C([H])[N+](=C([H])C([H])=C1[H])C([H])([H])[H]	
1mpyr	1-Methylpyrrolinium	C5H10N	1	84.1396	84.08132433	C06178	"InChI=1S/C5H10N/c1-6-4-2-3-5-6/h4H,2-3,5H2,1H3/q+1"		27435	HMDB0060253						CPD-7994	1mpyr			cpd03688	MNXM1615					FDWZAOGDOVQOLD-UHFFFAOYSA-N	[H]C1=[N+](C([H])([H])[H])C([H])([H])C([H])([H])C1([H])[H]	
1murt	1-Methyluric acid	C6H6N4O3	0	182.14		C16359	"InChI=1S/C6H6N4O3/c1-10-4(11)2-3(9-6(10)13)8-5(12)7-2/h1H3,(H,9,13)(H2,7,8,12)"	69726																			CN1C(=O)C2=C(NC(=O)N2)NC1=O	
1mxnthn	1-Methylxanthine	C6H6N4O2	0	166.14		C16358	"InChI=1S/C6H6N4O2/c1-10-5(11)3-4(8-2-7-3)9-6(10)12/h2H,1H3,(H,7,8)(H,9,12)"	80220																			CN1C(=O)C2=C(NC1=O)N=CN2	
1naldh	1-Naphthaldehyde	C11H8O	0																									
1odec11eg3p	1-octadec-11-enoyl-sn-glycerol 3-phosphate	C21H39O7P1	-2														1odec11eg3p			cpd15328	MNXM91049							
1odecg3p	1-octadecanoyl-sn-glycerol 3-phosphate	C21H41O7P1	-2														1odecg3p			cpd15329	MNXM32950							
1oh	Primary alcohol	CH3OR	0																									
1ohmdz	1'-OH-Midazolam	C18H13ClFN3O	0																									
1ometmistl	1-O-Methyl-myo-inositol	C7H14O6	0																									
1p2cbxl	1-Pyrroline-2-carboxylic acid	C5H6NO2	-1	113.1146	113.0476785	C03564	"InChI=1S/C5H7NO2/c7-5(8)4-2-1-3-6-4/h1-3H2,(H,7,8)/p-1"	440046	36761	HMDB06875				FDB024129	389057	DELTA1-PYRROLINE_2-CARBOXYLATE	1p2cbxl			cpd02235	MNXM165560					RHTAIKJZSXNELN-UHFFFAOYSA-M	[H]C1([H])N=C(C([O-])=O)C([H])([H])C1([H])[H]	
1p3h5c	Pyrroline hydroxycarboxylic acid	C5H6NO3	-1	129.114	129.0425931	C04281	"InChI=1S/C5H7NO3/c7-3-1-4(5(8)9)6-2-3/h2-4,7H,1H2,(H,8,9)/p-1/t3-,4+/m0/s1"	1059	27391	HMDB01369		1p3h5c	1p3h5c	FDB022582	1030	PYRROLINE-HYDROXY-CARBOXYLATE	1p3h5c			cpd02625	MNXM114091		6196	22573-88-2		WFOFKRKDDKGRIK-IUYQGCFVSA-M	[H]O[C@@]1([H])C([H])=N[C@]([H])(C([O-])=O)C1([H])[H]	
1p4h2cbxl	1-Pyrroline-4-hydroxy-2-carboxylate	C5H6NO3	-1			C04282	"InChI=1S/C6H9NO2/c8-6(9)5-3-1-2-4-7-5/h1-4H2,(H,8,9)"	440282	16352	HMDB02234					389257					cpd02626			6564			AOMLMYXPXUTBQH-UHFFFAOYSA-N	OC1CN=C(C1)C(O)=O	
1padglcnt	1-Phospho-alpha-D-glucuronate	C6H9O10P	-2																									
1pdmi45bp	"1-Phosphatidyl-D-myo-inositol 4,5-bisphosphate"	C11H16O19P3R2	-3																									
1pipdn2c	D-1-Piperideine-2-Carboxylic Acid	C6H9NO2	0	127.1412	127.0633285	C04092	"InChI=1S/C6H9NO2/c8-6(9)5-3-1-2-4-7-5/h1-4H2,(H,8,9)"	1194	30912	HMDB01084		1pipdn2c	1pipdn2c	FDB022415	1157	delta(1)-piperideine-2-carboxylate	1pipdn2c			cpd00922	MNXM911		5992	2756-89-0	DTXSID80181962	GEJXSVNGWOSZPC-UHFFFAOYSA-N	[H]OC(=O)C1=NC([H])([H])C([H])([H])C([H])([H])C1([H])[H]	
1pyr5c	1-Pyrroline-5-Carboxylate	C5H6NO2	-1	113.1159973	113.0476785	C03912	"InChI=1S/C5H7NO2/c7-5(8)4-2-1-3-6-4/h3-4H,1-2H2,(H,7,8)/p-1"	1196	371	HMDB01301		1pyr5c	1pyr5c				1pyr5c			cpd02431	MNXM1617			64199-88-8	DTXSID10331473	DWAKNKKXGALPNW-UHFFFAOYSA-M	[H]C1=NC([H])(C([O-])=O)C([H])([H])C1([H])[H]	
1tdec7eg3p	1-tetradec-7-enoyl-sn-glycerol 3-phosphate	C17H31O7P1	-2														1tdec7eg3p			cpd15330	MNXM91053							
1tdecg3p	1-tetradecanoyl-sn-glycerol 3-phosphate	C17H33O7P1	-2				"InChI=1S/C17H35O7P/c1-2-3-4-5-6-7-8-9-10-11-12-13-17(19)23-14-16(18)15-24-25(20,21)22/h16,18H,2-15H2,1H3,(H2,20,21,22)/t16-/m1/s1"		62833	HMDB62321						CPD-18379	1tdecg3p			cpd15331	MNXM3426					FAZBDRGXCKPVJU-MRXNPFEDSA-N	CCCCCCCCCCCCCC(=O)OC[C@@H](O)COP(O)(O)=O	
20ahchsterol	20alpha-Hydroxycholesterol	C27H46O2	0	402.6529	402.3497807	C05500	"InChI=1S/C27H46O2/c1-18(2)7-6-14-27(5,29)24-11-10-22-21-9-8-19-17-20(28)12-15-25(19,3)23(21)13-16-26(22,24)4/h8,18,20-24,28-29H,6-7,9-17H2,1-5H3/t20-,21-,22-,23-,24-,25-,26-,27-/m0/s1"	440711	1296	HMDB06283		20ahchsterol	20ahchsterol	FDB023876	389586	20A-HYDROXY-CHOLESTEROL	20ahchsterol				MNXM164166			516-72-3		MCKLJFJEQRYRQT-APGJSSKUSA-N	[H]O[C@]1([H])C([H])([H])C2=C([H])C([H])([H])[C@@]3([H])[C@]4([H])C([H])([H])C([H])([H])[C@]([H])([C@](O[H])(C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])[C@@]4(C([H])([H])[H])C([H])([H])C([H])([H])[C@]3([H])[C@@]2(C([H])([H])[H])C([H])([H])C1([H])[H]	
21hprgnlone	21-Hydroxypregnenolone	C21H32O3	0				"InChI=1S/C21H32O3/c1-20-9-7-14(23)11-13(20)3-4-15-16-5-6-18(19(24)12-22)21(16,2)10-8-17(15)20/h3,14-18,22-23H,4-12H2,1-2H3/t14-,15?,16?,17?,18+,20-,21-/m0/s1"						21hprgnlone													MOIQRAOBRXUWGN-ANWDBCJUSA-N	[H]OC([H])([H])C(=O)[C@@]1([H])C([H])([H])C([H])([H])C2([H])C3([H])C([H])([H])C([H])=C4C([H])([H])[C@@]([H])(O[H])C([H])([H])C([H])([H])[C@]4(C([H])([H])[H])C3([H])C([H])([H])C([H])([H])[C@]12C([H])([H])[H]	
23boggnglyc1p	"2,3-Bis-O-(geranylgeranyl)glycerol 1-phosphate"	C43H72O6P	-1																									
23camp	"2,3-Cyclic AMP"	C10H11N5O6P	-1			C02353	"InChI=1S/C10H12N5O6P/c11-8-5-9(13-2-12-8)15(3-14-5)10-7-6(4(1-16)19-10)20-22(17,18)21-7/h2-4,6-7,10,16H,1H2,(H,17,18)(H2,11,12,13)/t4-,6-,7-,10-/m1/s1"	101812	27844	HMDB0011616					91988		23camp			cpd01570	MNXM2598			634-01-5	DTXSID20979567	KMYWVDDIPVNLME-KQYNXXCUSA-N	C1=NC(=C2C(=N1)N(C=N2)C3C4C(C(O3)CO)OP(=O)(O4)O)N	
23ccmp	"2,3-Cyclic CMP"	C9H11N3O7P	-1			C02354	"InChI=1S/C9H12N3O7P/c10-5-1-2-12(9(14)11-5)8-7-6(4(3-13)17-8)18-20(15,16)19-7/h1-2,4,6-8,13H,3H2,(H,15,16)(H2,10,11,14)/t4-,6-,7-,8?/m1/s1"	23421172	27652	HMDB0011691							23ccmp			cpd01571	MNXM3148					NMPZCCZXCOMSDQ-XVFCMESISA-M	C1=CN(C(=O)N=C1N)C2C3C(C(O2)CO)OP(=O)(O3)[O-]	
23cgmp	"2,3-Cyclic GMP"	C10H11N5O7P	-1			C06194	"InChI=1S/C9H11N2O8P/c12-3-4-6-7(19-20(15,16)18-6)8(17-4)11-2-1-5(13)10-9(11)14/h1-2,4,6-8,12H,3H2,(H,15,16)(H,10,13,14)/p-1/t4-,6-,7-,8-/m1/s1"	8444	28181								23cgmp			cpd03702	MNXM3149					UASRYODFRYWBRC-UUOKFMHZSA-N		
23cump	"Uridine 2',3'-cyclic phosphate "	C9H10N2O8P	-1	306.166	306.0253019	C02355	"InChI=1S/C9H11N2O8P/c12-3-4-6-7(19-20(15,16)18-6)8(17-4)11-2-1-5(13)10-9(11)14/h1-2,4,6-8,12H,3H2,(H,15,16)(H,10,13,14)/p-1/t4-,6-,7-,8-/m1/s1"	439715	28637	HMDB0011640			23cump	FDB028337	388781		23cump			cpd01572	MNXM3150			40632-52-8		HWDMHJDYMFRXOX-XVFCMESISA-M	[H]OC([H])([H])[C@@]1([H])O[C@@]([H])(N2C([H])=C([H])C(=O)N([H])C2=O)[C@]2([H])OP([O-])(=O)O[C@]12[H]	
23d23d4cbiphe	"cis-2,3-Dihydro-2,3-dihydroxy-4-chlorobiphenyl"	C12H11O2Cl	0																									
23d23dbiphe	"cis-2,3-Dihydro-2,3-dihydroxybiphenyl"	C12H12O2	0																									
23d23dpcmt	"cis-2,3-Dihydroxy-2,3-dihydro-p-cumate"	C10H13O4	-1																									
23damnppn	"L-2,3-Diaminopropanoate"	C3H8N2O2	0																									
23dappa	"2,3-diaminopropionate"	C3H9N2O2	1																									
23ddhb	"2,3-Dihydro-2,3-dihydroxybenzoate"	C7H7O4	-1				"InChI=1S/C8H7NO2/c10-7-3-5-1-2-9-6(5)4-8(7)11/h3-4,9H,1-2H2"								19951064		23ddhb			cpd02566	MNXM114261							
23dh1i56dio	"2,3-Dihydro-1H-Indole-5,6-Dione"	C8H7NO2	0	149.1490021	149.0476785		"InChI=1S/C8H7NO2/c10-7-3-5-1-2-9-6(5)4-8(7)11/h3-4,9H,1-2H2"						23dh1i56dio											67992-45-4	DTXSID80218186	XDEURYRPQDIBSL-UHFFFAOYSA-N	[H]N1C2=C([H])C(=O)C(=O)C([H])=C2C([H])([H])C1([H])[H]	
23dh4cbiphe	"2,3-Dihydroxy-4-chlorobiphenyl"	C12H9O2Cl	0																									
23dhb	"2,3-Dihydroxybenzoate"	C7H5O4	-1				"InChI=1S/C6H8O7/c7-1-2(8)3(9)4(10)5(11)6(12)13/h2-3,7-9H,1H2,(H,12,13)/p-1/t2-,3+/m0/s1"			HMDB00397							23dhb			cpd00168	MNXM455							
23dhba	"(2,3-Dihydroxybenzoyl)adenylate"	C17H17N5O10P	-1														23dhba			cpd02494	MNXM1978							
23dhbzs	"2,3-dihydroxybenzoylserine"	C10H10NO6	-1																									
23dhbzs2	2-3-dihydroxybenzoylserine dimer	C20H20N2O11	0																									
23dhbzs3	2-3-dihydroxybenzoylserine trimer	C30H29N3O16	0																									
23dhdp	"2,3-Dihydrodipicolinate"	C7H5NO4	-2							HMDB0012247							23dhdp			cpd02120	MNXM163139							
23dhgosptn	"2,3-Dihydrogossypetin"	C15H12O8	0			C03052	"InChI=1S/C15H12O8/c16-6-2-1-5(3-7(6)17)14-13(22)12(21)10-8(18)4-9(19)11(20)15(10)23-14/h1-4,13-14,16-20,22H/t13-,14+/m0/s1"	5955	16965																	ZHPLPRUARZZBET-UONOGXRCSA-N	O[C@@H]1[C@H](Oc2c(O)c(O)cc(O)c2C1=O)c1ccc(O)c(O)c1	
23dhmb	"(R)-2,3-Dihydroxy-3-methylbutanoate"	C5H9O4	-1			C04272	"InChI=1S/C5H10O4/c1-5(2,9)3(6)4(7)8/h3,6,9H,1-2H3,(H,7,8)/t3-/m0/s1"	440279	15684	HMDB0012141					389255	DIOH-ISOVALERATE	23dhmb			cpd02498	MNXM114097					JTEYKUFKXGDTEU-VKHMYHEASA-N	CC(C)(O)[C@@H](O)C(O)=O	
