Organism	ThrA	Asd	Hom	ThrB	ThrC
Bacteroides stercoris ATCC 43183 (449673.7)	308, 375, 468	2305_2	308	307_7	305
Bacteroides stercoris CC31F (1073351.3)	12, 2287, 747	637_2	12	11_7	9
Bacteroides thetaiotaomicron CL09T03C10 (997888.3)	3078, 3129, 975	3340_2	3078	3077_7	3076
Bacteroides thetaiotaomicron VPI-5482 (226186.12)	1410, 1952, 2463	3695_2	2463	 	2459
Bacteroides thetaiotaomicron dnLKV9 (1235785.3)	3022, 4427, 529	4597_2	3022	 	3020
Bacteroides uniformis ATCC 8492 (411479.10)	2440, 3812, 526	624_2	2440	2439_7	2438
Bacteroides uniformis CL03T00C23 (997889.3)	194, 2023, 2123	1879_2	2123	2124_7	2125
Bacteroides uniformis CL03T12C37 (997890.3)	2646, 3761, 789	2785_2	3761	3762_7	3763
Bacteroides uniformis dnLKV2 (1235787.3)	3222, 3620, 3873	890_2	3620	3619_7	3618
Bacteroides vulgatus ATCC 8482 (435590.9)	2120, 3357, 3958	212_2	2120	 	2122
Bacteroides vulgatus EK4.2 (702445.3)	1443	1900_2	1634	1632_6	1633
Bacteroides vulgatus PC510 (702446.3)	1163, 1750, 2942	2277_2	1750	1749_7	1748
Bacteroides vulgatus dnLKV7 (1235786.3)	1352, 2908, 57	2049_2	57	58_7	59
Bacteroides xylanisolvens CL03T12C04 (997892.3)	3896, 4014, 4548	3197_2	3896	3895_7	3894
Bacteroides xylanisolvens SD CC 1b (702447.3)	4407, 4579, 4779	678_2	4579	4580_7	4581
Bacteroides xylanisolvens XB1A (657309.4)	3335, 4570, 527	1755_2	4570	4571_7	4572
Barnesiella intestinihominis YIT 11860 (742726.3)	1655, 1711, 878	2615_2	878	876_7	875
Butyricimonas synergistica DSM 23225 (1121129.3)	2377, 2438	3438_2	 	 	271
Dysgonomonas gadei ATCC BAA-286 (742766.3)	1132, 3314, 4135	3592_2	3314	3313_7	2814
Odoribacter laneus YIT 12061 (742817.3)	2080, 2919	2379_2	 	 	1833
Odoribacter splanchnicus DSM 20712 (709991.3)	2588, 3059, 3678	2983_2	3059	 	 
Parabacteroides distasonis ATCC 8503 (435591.13)	2004, 252, 3888	3230_2	252	251_7	250
Parabacteroides distasonis CL03T12C09 (999416.3)	2414, 398, 4158	3224_2	4158	4157_7	4156
Parabacteroides distasonis CL09T03C24 (999417.3)	1562, 2373, 4334	863_2	2373	2372_7	2371
Parabacteroides goldsteinii CL02T12C30 (999418.3)	1593, 4260, 5410	550_2	1593	1592_7	1591
Parabacteroides goldsteinii dnLKV18 (1235789.3)	1878, 2387, 5534	4137_2	1878	1879_7	1880
Parabacteroides johnsonii CL02T12C29 (999419.3)	1303, 697, 846	1880_2	1303	1302_7	1301
Parabacteroides johnsonii DSM 18315 (537006.5)	1578, 2632, 3865	237_2	3865	1152_7, 3864_7	1153
Parabacteroides merdae ATCC 43184 (411477.4)	2816, 3130, 3558	89_2	2816	2815_7	2814
Parabacteroides merdae CL03T12C32 (999420.3)	2660, 31, 890	1720_2	31	30_7	29
Parabacteroides sp. D13 (563193.3)	3145, 3870, 723	913_2	3870	3871_7	3872
Porphyromonas asaccharolytica DSM 20707 (879243.3)	957	1190_2	 	 	 
Porphyromonas asaccharolytica PR426713P-I (910312.3)	562	1274_2	 	 	 
Porphyromonas endodontalis ATCC 35406 (553175.3)	1772	983_2	 	 	 
Porphyromonas gingivalis ATCC 33277 (431947.7)	89	613_2	 	 	 
Porphyromonas gingivalis TDC60 (1030843.3)	42	1638_2	 	 	 
Porphyromonas gingivalis W83 (242619.8)	2042	521_2	 	 	 
Porphyromonas somerae DSM 23386 (1122975.3)	1385, 1782, 1783	818_2	1782, 1783	 	 
Porphyromonas uenonis 60-3 (596327.3)	976	1583_2	 	 	 
Tannerella forsythia ATCC 43037 (203275.8)	2723, 636	1021_2	2723	 	 
Paraprevotella clara YIT 11840 (762968.3)	2506, 2846, 910	387_2	910	909_7	908
Paraprevotella xylaniphila YIT 11841 (762982.3)	1728, 208	2168_2	208	209_7	210
Prevotella bivia DSM 20514 (868129.3)	182, 310	994_2	310	 	 
Prevotella bryantii B14 (752555.5)	2003, 2190	2460_2	2190	2189_7	2188
Prevotella buccae ATCC 33574 (873513.3)	1109, 2124	775_2	1109	1108_7	1107
Prevotella buccae D17 (575611.3)	1653, 459	331_2	459	458_7	457
Prevotella conceptionensis 9403948 (1197728.3)	2024, 2223	2578_2	2024	2025_7	2026
Prevotella denticola CRIS 18C-A (944557.3)	2333, 724	796_2	2333	 	 
Prevotella denticola F0289 (767031.3)	1044, 2475	266_2	2475	 	 
Prevotella disiens FB035-09AN (866771.4)	280	1552_2	 	 	 
Prevotella intermedia 17 (246198.10)	1941	2451_2	 	 	 
Prevotella melaninogenica ATCC 25845 (553174.6)	1493, 1925	1156_2	1925	 	 
Prevotella melaninogenica D18 (575612.3)	1328, 781	1623_2	781	 	 
Prevotella nanceiensis DSM 19126 (1122988.3)	134	2128_2	 	 	 
Prevotella nigrescens ATCC 33563 (997352.4)	574	71_2	 	 	 
Prevotella nigrescens F0103 (702439.3)	374	1861_2	 	 	 
Prevotella oralis ATCC 33269 (873533.3)	2276, 2366	1555_2	2276	 	2278
Prevotella oralis HGA0225 (1203550.3)	146, 238	1263_2	146	 	148
Prevotella pallens ATCC 700821 (997353.4)	1164, 1165	681_2	 	 	 
Prevotella ruminicola 23 (264731.4)	461, 972	47_2	972	 	974
Prevotella salivae DSM 15606 (888832.3)	16, 2271	1230_2	16	15_7	14
Prevotella stercorea DSM 18206 (1002367.3)	104, 1155	1269_2	104	 	 
Prevotella timonensis CRIS 5C-B1 (679189.3)	1907, 624	1466_2	624	 	 
Prevotella veroralis DSM 19559 (1122993.3)	170	406_2	 	 	 
Prevotella veroralis F0319 (649761.3)	875	325_2	 	 	 
Alistipes finegoldii DSM 17242 (679935.3)	836	830_2	3171	1407_6	1406, 2941
Alistipes indistinctus YIT 12060 (742725.3)	1047, 1829, 1927, 888	818_2	1829	496_6	1547, 495
Alistipes onderdonkii DSM 19147 (1120974.3)	2908	2913_2	1796	1250_6	1249, 2015
Alistipes putredinis DSM 17216 (445970.5)	835	795_2	2154	 	358
Alistipes shahii WAL 8301 (717959.3)	800	810_2	2243	2426_6	2427
Rudanella lutea DSM 19387 (1089547.3)	2947, 3145, 3223	3066_2	3223	2031_6	2639
Capnocytophaga ochracea DSM 7271 (521097.5)	274, 401	1843_2	401	 	 
Capnocytophaga ochracea F0287 (873517.3)	1071, 1073, 939	169_2	1071, 1073	 	 
Capnocytophaga sputigena ATCC 33612 (553177.6)	1533, 1534, 1834	407_2	1533, 1534	 	 
Capnocytophaga granulosa ATCC 51502 (641143.3)	1677, 1865, 396, 457	889_2	1677, 1865, 457	458_6	1775
Capnocytophaga ochracea str. Holt 25 (1125719.3)	1688, 1690, 751	1061_2	1688, 1690	 	 
Dyadobacter fermentans DSM 18053 (471854.5)	3253, 3933	3841_2	3253	3252_6	3921
Spirosoma linguale DSM 74 (504472.7)	4504, 5551, 5618	5348_2	4504	6179_6	5507
Akkermansia muciniphila ATCC BAA-835 (349741.6)	2245	1434_2	2244	 	 
Escherichia coli TY-2482.contig.20110606 (6666666.5522)	1136, 3500, 4150	3608_2, 3879_2	1136, 4150	4149_6	4148
Bacillus cereus BDRD-ST26 (526975.3)	2683, 4712	3295_2, 4711_2	255, 2780, 3438	2778_6, 5625_6	2779
Bacillus cereus BGSC 6E1 (526970.3)	3007, 5115	3608_2, 5116_2	3168, 3849, 871	3170_6	3169
Bacillus cereus F65185 (526989.3)	4056, 6131	4587_2, 6130_2	1690, 2878, 4193	4195_6	4194
Bacillus cereus Rock1-15 (526982.3)	2933, 4972	3464_2, 4973_2	3074, 3698, 633	3076_6	3075
Bacillus cereus 03BB102 (572264.4)	1696, 3792	2380_2, 3793_2	1906, 2584, 5428	1908_6	1907
Bacillus cereus 172560W (526967.3)	2116, 4163	2641_2, 4162_2	2131, 54, 5672	2129_6	2130
Bacillus cereus 95/8201 (526979.3)	1966, 4191	2637_2, 4190_2	2116, 2899, 5783	2118_6	2117
Bacillus cereus AH1134 (405533.4)	3256, 5362	4213_2, 5363_2	3011, 3108, 3109, 5150	3106_6	3107
Bacillus cereus AH1271 (526992.3)	1443, 5238	1442_2, 5846_2	112, 3069, 5401	2208_6, 5403_6	5402
Bacillus cereus AH1272 (526993.3)	1609, 5577	1608_2, 246_2	3271, 440, 498, 5791	5793_6	5792
Bacillus cereus AH187 (405534.9)	2102, 4035	2709_2, 4036_2	2244, 2849, 5738	2246_6, 4919_6	2245
Bacillus cereus AH603 (526990.3)	3694, 5783	4344_2, 5782_2	1529, 3921, 4570	3923_6	3922
Bacillus cereus AH621 (526972.3)	2680, 4555	3197_2, 4554_2	2813, 3454, 386	2815_6	2814
Bacillus cereus AH676 (526991.3)	1497, 5105	1496_2, 5661_2	3066, 5250, 5808	5252_6	5251
Bacillus cereus AH820 (405535.8)	1797, 3799	2404_2, 3800_2	1945, 2580, 5482	1947_6	1946
Bacillus cereus AND1407 (1053166.3)	3508, 910	1452_2, 3507_2	1052, 1582, 4154	1054_6, 2543_6	1053
Bacillus cereus ATCC 10876 (526980.3)	2706, 4857	3310_2, 4856_2	2851, 3509, 546	2849_6	2850
Bacillus cereus ATCC 10987 (222523.6)	1798, 3664	2348_2, 3665_2	1958, 2504, 5300	1960_6	1959
Bacillus cereus ATCC 4342 (526977.3)	1392, 3509	2006_2, 3508_2	1501, 5077, 5255	1503_6	1502
Bacillus cereus B4264 (405532.5)	1696, 3755	2263_2, 3756_2	1844, 2446, 5351	1846_6	1845
Bacillus cereus B5-2 (1085389.3)	2185, 4282	4283_2	2352, 2990, 5902	2354_6	2353
Bacillus cereus BAG1O-1 (1053167.3)	1682, 4530	2381_2, 4531_2	1831, 2661, 6142	1833_6	1832
Bacillus cereus BAG1O-2 (1053168.3)	1789, 3779	1788_2, 3193_2	160, 2997, 3610	3608_6	3609
Bacillus cereus BAG1O-3 (1053169.3)	1134, 3210	1133_2, 2580_2	2352, 3044, 4463	3042_6	3043
Bacillus cereus BAG1X1-1 (1053170.3)	1782, 3858	1781_2, 3232_2	161, 3050, 3698	3696_6	3697
Bacillus cereus BAG1X1-2 (1053171.3)	1008, 3093	1572_2, 3094_2	1158, 1856, 4700	1160_6	1159
Bacillus cereus BAG1X1-3 (1053172.3)	1819, 3798	1818_2, 3222_2	155, 2938, 3648	3646_6	3647
Bacillus cereus BAG1X2-1 (1053173.3)	1609, 3679	2234_2, 3680_2	1769, 2418, 5302	1771_6	1770
Bacillus cereus BAG1X2-2 (1053174.3)	1771, 3843	1770_2, 3218_2	3033, 3681, 95	3679_6	3680
Bacillus cereus BAG1X2-3 (1053175.3)	2299, 4369	2924_2, 4370_2	2460, 3106, 5984	2462_6	2461
Bacillus cereus BAG2O-1 (1053176.3)	1618, 3679	2238_2, 3680_2	1778, 2421, 5288	1780_6	1779
Bacillus cereus BAG2O-2 (1053177.3)	1588, 3647	2248_2, 3648_2	1758, 2444, 5255	1760_6	1759
Bacillus cereus BAG2O-3 (1053178.3)	1815, 3899	1814_2	157, 3106, 3733	3731_6	3732
Bacillus cereus BAG2X1-1 (1053179.3)	1598, 3147	1597_2, 2643_2	2469, 3026, 95	3024_6	3025
Bacillus cereus BAG2X1-2 (1053180.3)	1798, 4095, 4096	1797_2, 3401_2	158, 3204, 3896	3894_6, 963_6	3895
Bacillus cereus BAG2X1-3 (1053181.3)	1471, 3023	1470_2, 2496_2	2324, 2901, 5110	2899_6	2900
Bacillus cereus BAG3O-1 (1085388.3)	1701, 3847	3848_2	1876, 2531, 5919	1878_6, 4691_6	1877
Bacillus cereus BAG3O-2 (1053182.3)	1730, 3841	1729_2, 3242_2	157, 3045, 3702	3700_6	3701
Bacillus cereus BAG3X2-1 (1053183.3)	1783, 3705	1782_2, 3085_2	164, 2777, 3545	3543_6	3544
Bacillus cereus BAG3X2-2 (1053184.3)	1643, 3696	2179_2, 3697_2	1776, 2466, 5280	1778_6	1777
Bacillus cereus BAG4O-1 (1053185.3)	1602, 3706	2200_2, 3707_2	1741, 2399, 5278	1743_6	1742
Bacillus cereus BAG4X12-1 (1053186.3)	1535, 3492	2065_2, 3493_2	1668, 2265, 5068	1670_6	1669
Bacillus cereus BAG4X2-1 (1053187.3)	1814, 3765	1813_2, 3184_2	233, 3018, 3594	3592_6	3593
Bacillus cereus BAG5O-1 (1053188.3)	2990, 999	1640_2, 2991_2	1172, 1808, 4639	1174_6	1173
Bacillus cereus BAG5X1-1 (1053189.3)	1665, 3477	1664_2, 2918_2	2667, 3331, 96	3329_6	3330
Bacillus cereus BAG5X12-1 (1053190.3)	1138, 3090	1137_2, 2562_2	2363, 2957, 5013	2955_6	2956
Bacillus cereus BAG5X2-1 (1053191.3)	1165, 3436	1164_2, 2728_2	2499, 3255, 5010	3253_6	3254
Bacillus cereus BAG6O-1 (1053192.3)	1755, 3728	1754_2, 3154_2	161, 2989, 3552	3550_6	3551
Bacillus cereus BAG6O-2 (1053193.3)	1349, 3630	1350_2, 59_2	2928, 323, 3473	3471_6	3472
Bacillus cereus BAG6X1-1 (1053194.3)	1222, 3429	1903_2, 3430_2	1411, 2117, 5081	1413_6, 1679_6, 4260_6	1412
Bacillus cereus BAG6X1-2 (1053195.3)	1561, 3273	2130_2, 3274_2	1697, 2337, 4482	1699_6	1698
Bacillus cereus BDRD-Cer4 (526978.3)	1638, 3756	2285_2, 3755_2	1858, 2515, 5310	1856_6	1857
Bacillus cereus BDRD-ST196 (526976.3)	361, 4070	360_2, 4663_2	2086, 4243, 5032	4245_6	4244
Bacillus cereus BDRD-ST24 (526974.3)	2361, 4459	2979_2, 4458_2	2516, 3160, 324	2514_6	2515
Bacillus cereus BMG1.7 (1053196.3)	1445, 2257	1444_2, 4433_2	2123, 3578, 5036	2121_6	2122
Bacillus cereus BtB2-4 (1053197.3)	1644, 3629	2221_2, 3630_2	1791, 2539, 5279	1793_6	1792
Bacillus cereus CER057 (1053198.3)	1644, 3631	2219_2, 3632_2	1791, 2535, 5282	1793_6	1792
Bacillus cereus CER074 (1053199.3)	1823, 3804	1822_2, 3230_2	166, 2914, 3658	3656_6	3657
Bacillus cereus E33L (288681.15)	1705, 3772	2303_2, 3773_2	1877, 2490, 5396	1879_6, 4614_6	1878
Bacillus cereus FRI-35 (1217984.3)	3276, 5139	3275_2, 4580_2	1684, 4376, 4965	4963_6	4964
Bacillus cereus G9842 (405531.7)	1661, 3760	2239_2, 3761_2	1825, 2438, 5408	1827_6	1826
Bacillus cereus H-hrb01 (1225787.3)	1038, 1839, 638	1840_2	1584	1586_6, 3138_6	1585, 2740
Bacillus cereus HD73 (1053200.3)	1105, 2160	1104_2, 3595_2	1779, 2028, 4344	2026_6	2027
Bacillus cereus HuA2-1 (1053201.3)	1228, 3405	1923_2, 3406_2	1428, 2259, 4744	1430_6	1429
Bacillus cereus HuA2-3 (1053202.3)	2622, 4715	3261_2, 4716_2	2794, 3430, 475	2796_6	2795
Bacillus cereus HuA2-4 (1053203.3)	1655, 3587	2295_2, 3588_2	1813, 2597, 5251	1815_6	1814
Bacillus cereus HuA2-9 (1053204.3)	1398, 3241	1399_2, 2691_2	193, 3087, 5194	3085_6	3086
Bacillus cereus HuA3-9 (1053205.3)	3652, 515	1638_2, 3651_2	2028, 366, 4120	364_6	365
Bacillus cereus HuA4-10 (1053206.3)	1778, 3767	1777_2, 3163_2	155, 2840, 3610	3608_6	3609
Bacillus cereus HuB1-1 (1053207.3)	1928, 3918	1927_2, 3364_2	3141, 332, 3773	3771_6	3772
Bacillus cereus HuB13-1 (1053208.3)	2097, 4848	2793_2, 4849_2	2231, 3754, 6533	2233_6	2232
Bacillus cereus HuB2-9 (1053209.3)	1730, 3752	1729_2, 3098_2	160, 2934, 3583	3581_6	3582
Bacillus cereus HuB4-10 (1053210.3)	1004, 3016	1657_2, 3017_2	1178, 1820, 4586	1180_6	1179
Bacillus cereus HuB4-4 (1053211.3)	2007, 4224	2747_2, 4225_2	2277, 2985, 6084	2279_6	2278
Bacillus cereus HuB5-5 (1053212.3)	1588, 3594	2222_2, 3595_2	1754, 2406, 5173	1756_6	1755
Bacillus cereus IS075 (718220.3)	1613, 4446	1614_2, 316_2	4056, 4308, 451	3230_6, 4306_6	4307
Bacillus cereus IS195 (1053213.3)	2405, 4384	2404_2, 3695_2	1486, 3564, 4245	4243_6, 667_6	4244
Bacillus cereus IS845/00 (1053214.3)	2638, 5097	2637_2, 3932_2	1483, 3800, 5237	5239_6, 667_6	5238
Bacillus cereus ISP2954 (1053215.3)	2036, 4628	2622_2, 4629_2	2168, 3139, 6586	2170_6	2169
Bacillus cereus ISP3191 (1053216.3)	1083, 3092	1082_2, 2482_2, 2483_2	2290, 2954, 4855	2952_6	2953
Bacillus cereus K-5975c (1053217.3)	1797, 3852	1796_2, 3305_2	161, 3082, 3704	3702_6	3703
Bacillus cereus LCT-BC244 (1163722.3)	1122, 2975	1121_2, 2393_2	2263, 2818, 4178	2816_6	2817
Bacillus cereus MC118 (1053218.3)	2123, 415	1598_2, 414_2	2252, 2686, 4411	4409_6	4410
Bacillus cereus MC67 (1053219.3)	3919, 630	31_2, 3918_2	2332, 480, 4930	478_6	479
Bacillus cereus MM3 (526971.3)	2317, 4432	4433_2, 685_2	2470, 3166, 389	2468_6	2469
Bacillus cereus MSX-A1 (1053220.3)	1207, 3275	1206_2, 2648_2	2455, 3059, 3060, 5156	3057_6	3058
Bacillus cereus MSX-A12 (1053221.3)	2478, 532	1907_2, 531_2	1773, 2338, 4579	2336_6, 4115_6	2337
Bacillus cereus MSX-D12 (1053222.3)	1837, 3701	1836_2, 3130_2	174, 2995, 3541	3539_6	3540
Bacillus cereus NC7401 (334406.4)	1701, 3585	2296_2, 3586_2	1840, 2428, 5271	1842_6, 4460_6	1841
Bacillus cereus Q1 (361100.6)	1767, 3613	2317_2, 3614_2	1910, 2456, 5297	1912_6, 4468_6	1911
Bacillus cereus R309803 (526968.3)	1923, 3939	2493_2, 3940_2	2026, 2618, 5635	2024_6	2025
Bacillus cereus Rock1-3 (526981.3)	1992, 4129	2694_2, 4130_2	2217, 2915, 5775	2219_6	2218
Bacillus cereus Rock3-29 (526984.3)	2091, 4167	2744_2, 4166_2	2255, 5772, 824	2257_6	2256
Bacillus cereus Rock3-42 (526985.3)	210, 3644	211_2, 4264_2	1974, 3823, 4532	3825_6	3824
Bacillus cereus Rock4-18 (526988.3)	2104, 4187	2662_2, 4188_2	2204, 2890, 5775	2206_6	2205
Bacillus cereus SJ1 (699184.4)	4636, 5120, 5121	5119_2, 896_2	1179, 2910, 632	630_6	631
Bacillus cereus TIAC219 (718222.3)	2019, 953	3300_2, 954_2	1875, 3496, 4001	1873_6	1874
Bacillus cereus VD014 (1053223.3)	1571, 3570	2190_2, 3571_2	1721, 2388, 5169	1723_6	1722
Bacillus cereus VD021 (1053224.3)	5530, 726	3230_2, 725_2	1731, 3638, 4121	3636_6	3637
Bacillus cereus VD022 (718223.3)	1213, 3913	1212_2, 2629_2	2434, 4057, 4803	4059_6	4058
Bacillus cereus VD045 (1053225.3)	1226, 3169	1225_2, 2612_2	2422, 3027, 4720	3025_6	3026
Bacillus cereus VD048 (1053226.3)	1137, 3118	1136_2, 2571_2	2249, 2954, 4372	2952_6	2953
Bacillus cereus VD078 (1053227.3)	1724, 3676	1723_2, 3117_2	145, 2823, 3529	3527_6	3528
Bacillus cereus VD102 (1053228.3)	1169, 3065	1168_2, 2453_2	2309, 2882, 4944	2880_6	2881
Bacillus cereus VD107 (1053229.3)	2781, 956	1587_2, 2782_2	1091, 1863, 4346	1093_6, 3569_6	1092
Bacillus cereus VD115 (1053230.3)	1263, 3371	1262_2, 2684_2	2483, 3194, 4280	3192_6	3193
Bacillus cereus VD118 (1053231.3)	1980, 4100	4101_2	2125, 2809, 5730	2127_6	2126
Bacillus cereus VD131 (1053232.3)	1949, 3975	2565_2, 3976_2	2122, 2772, 6106	2124_6	2123
Bacillus cereus VD133 (1053233.3)	1241, 4070	1865_2, 4071_2	1384, 2095, 3645	1386_6	1385
Bacillus cereus VD136 (1053234.3)	2515, 4281	4282_2	2729, 3300, 519	2731_6	2730, 518
Bacillus cereus VD140 (1053235.3)	1753, 4085	2660_2, 4086_2	1892, 2832, 5699	1894_6	1893
Bacillus cereus VD142 (718224.3)	1534, 2959	2960_2, 972_2	1374, 4572, 655	1372_6	1373
Bacillus cereus VD146 (1053236.3)	2430, 4350	3009_2, 4351_2	2587, 3305, 5971	2589_6	2588
Bacillus cereus VD148 (1053237.3)	1750, 3846	1749_2, 3205_2	159, 2942, 3673	3671_6	3672
Bacillus cereus VD154 (1053238.3)	1753, 2166	1754_2, 303_2	2023, 492, 5645	2021_6	2022
Bacillus cereus VD156 (1053239.3)	1871, 3912	1870_2, 3333_2	168, 3134, 3766	3764_6	3765
Bacillus cereus VD166 (1053240.3)	1077, 3102	1076_2, 2563_2	2372, 2965, 4592	2963_6	2964
Bacillus cereus VD169 (1053241.3)	1590, 3502	2130_2, 3503_2	1733, 2315, 5117	1735_6	1734
Bacillus cereus VD184 (1053242.3)	2087, 4286	2663_2, 4287_2	2254, 2856, 6203	2256_6	2255
Bacillus cereus VD196 (1053243.3)	2924, 747	1344_2, 2925_2	1552, 4478, 940	942_6	941
Bacillus cereus VD200 (1053244.3)	1648, 3710	2249_2, 3711_2	1803, 2447, 2448, 5396	1805_6	1804
Bacillus cereus VD214 (1053245.3)	1982, 4062	2625_2, 4063_2	2151, 2789, 5679	2153_6	2152
Bacillus cereus VDM006 (1085379.3)	2211, 4347	4348_2	2425, 3016, 435	2427_6	2426, 434
Bacillus cereus VDM019 (1053246.3)	1626, 3627	2171_2, 3628_2	1775, 2504, 4946	1777_6	1776
Bacillus cereus VDM021 (1085386.3)	2118, 4386	4387_2	2315, 2939, 521	1958_6, 2317_6	2316, 520
Bacillus cereus VDM022 (1053247.3)	1799, 3780	1798_2, 3219_2	146, 2888, 3636	3634_6	3635
Bacillus cereus VDM034 (1053248.3)	1247, 3141	1836_2, 3142_2	1420, 2135, 4752	1422_6	1421
Bacillus cereus VDM053 (1053249.3)	1991, 4076	2680_2, 4077_2	2151, 2972, 6148	2153_6	2152
Bacillus cereus VDM062 (1053250.3)	2073, 4023	2072_2, 3373_2	3081, 373, 3851	3849_6	3850
Bacillus cereus biovar anthracis str. CI (637380.6)	2074, 4125	2670_2, 4126_2	2216, 2901, 5804	2218_6	2217
Bacillus cereus m1293 (526973.3)	3147, 5009	3579_2, 5008_2	1294, 3288, 3896	3286_6	3287
Bacillus cereus m1550 (526969.3)	1528, 3680	2200_2, 3679_2	1544, 2308, 5166	1542_6	1543
Bacillus cereus str. Schrouff (718221.3)	1136, 3191	1135_2, 2642_2	2420, 3043, 4755	3041_6	3042
Bacillus cereus subsp. cytotoxis NVH 391-98 (315749.4)	1462, 2517	2518_2	1532, 3996	1534_6	1533
Bacillus mycoides DSM 2048 (526997.3)	2128, 4095	2660_2, 4094_2	2199, 2861, 5654	2201_6	2200
Bacillus mycoides Rock1-4 (526998.3)	224, 4325	4324_2	3345, 362, 4996	364_6	3346, 363
Bacillus mycoides Rock3-17 (526999.3)	1891, 2799	1890_2	2903, 3528, 479	2901_6	2902, 478
Bacillus thuringiensis HD-771 (1218175.3)	2335, 51	1599_2, 50_2	1330, 2014, 4293	2012_6	2013
Bacillus thuringiensis HD-789 (1217737.3)	1315, 3430	1865_2, 3431_2	1465, 2057, 5126	1467_6	1466
Bacillus thuringiensis IBL 200 (527019.3)	2869, 5109	3496_2, 5108_2	3047, 3632, 6654	3049_6	3048
Bacillus thuringiensis IBL 4222 (527020.3)	5763, 942	6404_2, 941_2	2688, 5973, 6560	5975_6	5974
Bacillus thuringiensis MC28 (1195464.3)	1021, 3023	1668_2, 3024_2	1190, 1834, 4712	1192_6	1191
Bacillus thuringiensis serovar andalousiensis BGSC 4AW1 (527032.3)	2978, 5103	1358_2, 5102_2	3021, 3796, 991	3019_6	3020
Bacillus thuringiensis serovar berliner ATCC 10792 (527031.3)	2019, 3405	2018_2, 4066_2	3589, 4230, 757	3591_6	3590
Bacillus thuringiensis serovar chinensis CT-43 (541229.3)	1732, 3860	2390_2, 3861_2, 3862_2	1975, 2618, 5611	1977_6	1976
Bacillus thuringiensis serovar finitimus YBT-020 (930170.3)	1875, 3702	2447_2, 3703_2	2030, 2586, 5379	2032_6	2031
Bacillus thuringiensis serovar huazhongensis BGSC 4BD1 (527030.3)	2146, 3147, 5216	3750_2, 5215_2	3297, 3927, 547	3299_6	3298
Bacillus thuringiensis serovar konkukian str. 97-27 (281309.8)	1746, 3778	2352_2, 3779_2	1893, 2527, 5410	1895_6, 4626_6	1894
Bacillus thuringiensis BMB171 (714359.3)	1721, 3719	2264_2, 3720_2	1866, 2469, 5341	1868_6	1867
Bacillus thuringiensis serovar kurstaki str. HD73 (1279365.3)	1995, 4085	2647_2, 4086_2	2128, 3396, 5820	2130_6	2129
Bacillus thuringiensis serovar kurstaki str. T03a001 (527023.3)	117, 3957	116_2, 4512_2	1836, 4104, 4668	4102_6	4103
Bacillus thuringiensis serovar monterrey BGSC 4AJ1 (527022.3)	4246, 6533	5010_2, 6534_2	1603, 3304, 4401	4403_6	4402
Bacillus thuringiensis serovar pakistani str. T13001 (527027.3)	5174, 853	5747_2, 852_2	2767, 5320, 5906	5322_6	5321
Bacillus thuringiensis serovar pondicheriensis BGSC 4BA1 (527029.3)	4627, 683	3135_2, 4628_2	2630, 3325, 6248	2632_6	2631
Bacillus thuringiensis serovar pulsiensis BGSC 4CC1 (527028.3)	2860, 5056	3530_2, 5055_2	3093, 3749, 472	3095_6	3094
Bacillus thuringiensis serovar thuringiensis str. IS5056 (1286404.3)	1729, 3833	2380_2, 3834_2	1971, 2604, 5571	1973_6	1972
Bacillus thuringiensis serovar thuringiensis str. T01001 (527025.3)	3411, 5413	3999_2, 5412_2	3554, 4165, 699	3552_6	3553
Bacillus thuringiensis str. Al Hakam (412694.7)	1811, 3803	2422_2, 3804_2	1966, 2627, 5445	1968_6	1967
Bacillus clausii KSM-K16 (66692.6)	1875, 2366	2367_2	1675, 25, 3140	3138_6	3139, 3393
Bacillus endophyticus 2102 (1196029.3)	1388, 1747, 771	1387_2	4570	4572_6	3156, 4571
Bacillus fordii DSM 16014 (1121090.3)	4192, 726	4193_2	2863, 3424	3422_6	1829, 3423
Bacillus halodurans C-125 (272558.8)	1560, 2506, 3219	2507_2	1300, 1814, 3556	3554_6	3555
Bacillus megaterium DSM319 (592022.4)	2035, 4119, 4710	4120_2	4939	4937_6	4938
Bacillus megaterium NCT-2 (1138452.3)	1832, 3676, 4264	3677_2	4496	4494_6	4495, 5408
Bacillus megaterium WSH-002 (1006007.3)	1140, 3198, 545	1139_2	313	315_6	1841, 314
Bacillus nealsonii AAU1 (1202533.3)	1104, 1635, 453	452_2	1814, 5170	1812_6	1813, 3204
Bacillus pseudofirmus OF4 (398511.4)	2819, 3830, 615	3831_2	2297, 3104, 949	947_6	2892, 948
Bacillus pumilus ATCC 7061 (536229.4)	2013, 225, 3209	226_2	1315	1313_6, 1753_6	1314, 83
